Entity,Code,Date,share_doses_used
Indiana,,2021/2/10,0.616
Indiana,,2021/2/11,0.616
Iowa,,2021/1/12,0.472
Iowa,,2021/1/13,0.424
Iowa,,2021/1/14,0.418
Iowa,,2021/1/15,0.45
Iowa,,2021/1/19,0.539
Iowa,,2021/1/20,0.515
Iowa,,2021/1/21,0.483
Iowa,,2021/1/22,0.503
Iowa,,2021/1/23,0.498
Iowa,,2021/1/24,0.529
Iowa,,2021/1/25,0.543
Iowa,,2021/1/26,0.548
Iowa,,2021/1/27,0.563
Iowa,,2021/1/28,0.543
Iowa,,2021/1/29,0.563
Iowa,,2021/1/30,0.569
Iowa,,2021/1/31,0.603
Iowa,,2021/2/1,0.616
Iowa,,2021/2/2,0.625
Iowa,,2021/2/3,0.597
Iowa,,2021/2/4,0.593
Iowa,,2021/2/5,0.578
Iowa,,2021/2/6,0.604
Iowa,,2021/2/7,0.643
Iowa,,2021/2/8,0.676
Iowa,,2021/2/9,0.689
Iowa,,2021/2/10,0.682
Iowa,,2021/2/11,0.669
Kansas,,2021/1/12,0.405
Kansas,,2021/1/13,0.328
Kansas,,2021/1/14,0.348
Kansas,,2021/1/15,0.372
Kansas,,2021/1/19,0.45
Kansas,,2021/1/20,0.462
Kansas,,2021/1/21,0.418
Kansas,,2021/1/22,0.407
Kansas,,2021/1/23,0.416
Kansas,,2021/1/24,0.434
Kansas,,2021/1/25,0.444
Kansas,,2021/1/26,0.456
Kansas,,2021/1/27,0.429
Kansas,,2021/1/28,0.469
Kansas,,2021/1/29,0.462
Kansas,,2021/1/30,0.5
Kansas,,2021/1/31,0.536
Kansas,,2021/2/1,0.549
Kansas,,2021/2/2,0.559
Kansas,,2021/2/3,0.512
Kansas,,2021/2/4,0.533
Kansas,,2021/2/5,0.536
Kansas,,2021/2/6,0.569
Kansas,,2021/2/7,0.602
Kansas,,2021/2/8,0.616
Kansas,,2021/2/9,0.621
Kansas,,2021/2/10,0.577
Kansas,,2021/2/11,0.59
Kentucky,,2021/1/12,0.401
Kentucky,,2021/1/13,0.432
Kentucky,,2021/1/14,0.468
Kentucky,,2021/1/15,0.518
Kentucky,,2021/1/19,0.64
Kentucky,,2021/1/20,0.504
Kentucky,,2021/1/21,0.522
Kentucky,,2021/1/22,0.545
Kentucky,,2021/1/23,0.575
Kentucky,,2021/1/24,0.636
Kentucky,,2021/1/25,0.653
Kentucky,,2021/1/26,0.56
Kentucky,,2021/1/27,0.552
Kentucky,,2021/1/28,0.56
Kentucky,,2021/1/29,0.564
Kentucky,,2021/1/30,0.594
Kentucky,,2021/1/31,0.622
Kentucky,,2021/2/1,0.639
Kentucky,,2021/2/2,0.613
Kentucky,,2021/2/3,0.605
Kentucky,,2021/2/4,0.611
Kentucky,,2021/2/5,0.648
Kentucky,,2021/2/6,0.692
Kentucky,,2021/2/7,0.734
Kentucky,,2021/2/8,0.756
Kentucky,,2021/2/9,0.686
Kentucky,,2021/2/10,0.696
Kentucky,,2021/2/11,0.689
Long Term Care,,2021/1/12,0.217
Long Term Care,,2021/1/13,0.238
Long Term Care,,2021/1/14,0.26
Louisiana,,2021/1/12,0.388
Louisiana,,2021/1/13,0.423
Louisiana,,2021/1/14,0.475
Louisiana,,2021/1/15,0.535
Louisiana,,2021/1/19,0.69
Louisiana,,2021/1/20,0.544
Louisiana,,2021/1/21,0.567
Louisiana,,2021/1/22,0.588
Louisiana,,2021/1/23,0.579
Louisiana,,2021/1/24,0.614
Louisiana,,2021/1/25,0.628
Louisiana,,2021/1/26,0.574
Louisiana,,2021/1/27,0.578
Louisiana,,2021/1/28,0.606
Louisiana,,2021/1/29,0.642
Louisiana,,2021/1/30,0.649
Louisiana,,2021/1/31,0.684
Louisiana,,2021/2/1,0.714
Louisiana,,2021/2/2,0.646
Louisiana,,2021/2/3,0.655
Louisiana,,2021/2/4,0.683
Louisiana,,2021/2/5,0.719
Louisiana,,2021/2/6,0.741
Louisiana,,2021/2/7,0.779
Louisiana,,2021/2/8,0.798
Louisiana,,2021/2/9,0.704
Louisiana,,2021/2/10,0.724
Louisiana,,2021/2/11,0.714
Maine,,2021/1/12,0.413
Maine,,2021/1/13,0.418
Maine,,2021/1/14,0.447
Maine,,2021/1/15,0.447
Maine,,2021/1/19,0.54
Maine,,2021/1/20,0.489
Maine,,2021/1/21,0.487
Maine,,2021/1/22,0.49
Maine,,2021/1/23,0.521
Maine,,2021/1/24,0.559
Maine,,2021/1/25,0.583
Maine,,2021/1/26,0.536
Maine,,2021/1/27,0.534
Maine,,2021/1/28,0.553
Maine,,2021/1/29,0.584
Maine,,2021/1/30,0.623
Maine,,2021/1/31,0.662
Maine,,2021/2/1,0.687
Maine,,2021/2/2,0.657
Maine,,2021/2/3,0.644
Maine,,2021/2/4,0.603
Maine,,2021/2/5,0.626
Maine,,2021/2/6,0.662
Maine,,2021/2/7,0.701
Maine,,2021/2/8,0.701
Maine,,2021/2/9,0.678
Maine,,2021/2/10,0.676
Maine,,2021/2/11,0.645
Marshall Islands,MHL,2021/1/12,0.047
Marshall Islands,MHL,2021/1/13,0.048
Marshall Islands,MHL,2021/1/14,0.048
Marshall Islands,MHL,2021/1/15,0.048
Marshall Islands,MHL,2021/1/19,0.094
Marshall Islands,MHL,2021/1/20,0.111
Marshall Islands,MHL,2021/1/21,0.146
Marshall Islands,MHL,2021/1/22,0.179
Marshall Islands,MHL,2021/1/23,0.211
Marshall Islands,MHL,2021/1/24,0.228
Marshall Islands,MHL,2021/1/25,0.228
Marshall Islands,MHL,2021/1/26,0.241
Marshall Islands,MHL,2021/1/27,0.26
Marshall Islands,MHL,2021/1/28,0.276
Marshall Islands,MHL,2021/1/29,0.289
Marshall Islands,MHL,2021/1/30,0.294
Marshall Islands,MHL,2021/1/31,0.303
Marshall Islands,MHL,2021/2/1,0.303
Marshall Islands,MHL,2021/2/2,0.313
Marshall Islands,MHL,2021/2/3,0.203
Marshall Islands,MHL,2021/2/4,0.211
Marshall Islands,MHL,2021/2/5,0.217
Marshall Islands,MHL,2021/2/6,0.226
Marshall Islands,MHL,2021/2/7,0.234
Marshall Islands,MHL,2021/2/8,0.234
Marshall Islands,MHL,2021/2/9,0.245
Marshall Islands,MHL,2021/2/10,0.25
Marshall Islands,MHL,2021/2/11,0.259
Maryland,,2021/1/12,0.265
Maryland,,2021/1/13,0.317
Maryland,,2021/1/14,0.315
Maryland,,2021/1/15,0.345
Maryland,,2021/1/19,0.438
Maryland,,2021/1/20,0.411
Maryland,,2021/1/21,0.397
Maryland,,2021/1/22,0.398
Maryland,,2021/1/23,0.414
Maryland,,2021/1/24,0.456
Maryland,,2021/1/25,0.473
Maryland,,2021/1/26,0.465
Maryland,,2021/1/27,0.474
Maryland,,2021/1/28,0.484
Maryland,,2021/1/29,0.502
Maryland,,2021/1/30,0.538
Maryland,,2021/1/31,0.571
Maryland,,2021/2/1,0.597
Maryland,,2021/2/2,0.597
Maryland,,2021/2/3,0.57
Maryland,,2021/2/4,0.582
Maryland,,2021/2/5,0.588
Maryland,,2021/2/6,0.609
Maryland,,2021/2/7,0.646
Maryland,,2021/2/8,0.664
Maryland,,2021/2/9,0.631
Maryland,,2021/2/10,0.655
Maryland,,2021/2/11,0.627
Massachusetts,,2021/1/12,0.429
Massachusetts,,2021/1/13,0.331
Massachusetts,,2021/1/14,0.349
Massachusetts,,2021/1/15,0.384
Massachusetts,,2021/1/19,0.476
Massachusetts,,2021/1/20,0.448
Massachusetts,,2021/1/21,0.455
Massachusetts,,2021/1/22,0.434
Massachusetts,,2021/1/23,0.457
Massachusetts,,2021/1/24,0.489
Massachusetts,,2021/1/25,0.505
Massachusetts,,2021/1/26,0.505
Massachusetts,,2021/1/27,0.485
Massachusetts,,2021/1/28,0.481
Massachusetts,,2021/1/29,0.492
Massachusetts,,2021/1/30,0.516
Massachusetts,,2021/1/31,0.546
Massachusetts,,2021/2/1,0.574
Massachusetts,,2021/2/2,0.602
Massachusetts,,2021/2/3,0.541
Massachusetts,,2021/2/4,0.531
Massachusetts,,2021/2/5,0.549
Massachusetts,,2021/2/6,0.583
Massachusetts,,2021/2/7,0.625
Massachusetts,,2021/2/8,0.646
Massachusetts,,2021/2/9,0.653
Massachusetts,,2021/2/10,0.634
Massachusetts,,2021/2/11,0.64
Michigan,,2021/1/12,0.296
Michigan,,2021/1/13,0.378
Michigan,,2021/1/14,0.423
Michigan,,2021/1/15,0.471
Michigan,,2021/1/19,0.625
Michigan,,2021/1/20,0.493
Michigan,,2021/1/21,0.518
Michigan,,2021/1/22,0.544
Michigan,,2021/1/23,0.596
Michigan,,2021/1/24,0.635
Michigan,,2021/1/25,0.664
Michigan,,2021/1/26,0.576
Michigan,,2021/1/27,0.571
Michigan,,2021/1/28,0.599
Michigan,,2021/1/29,0.637
Michigan,,2021/1/30,0.677
Michigan,,2021/1/31,0.717
Michigan,,2021/2/1,0.738
Michigan,,2021/2/2,0.631
Michigan,,2021/2/3,0.64
Michigan,,2021/2/4,0.66
Michigan,,2021/2/5,0.692
Michigan,,2021/2/6,0.728
Michigan,,2021/2/7,0.764
Michigan,,2021/2/8,0.782
Michigan,,2021/2/9,0.709
Michigan,,2021/2/10,0.729
Michigan,,2021/2/11,0.745
Minnesota,,2021/1/12,0.358
Minnesota,,2021/1/13,0.323
Minnesota,,2021/1/14,0.348
Minnesota,,2021/1/15,0.382
Minnesota,,2021/1/19,0.484
Minnesota,,2021/1/20,0.424
Minnesota,,2021/1/21,0.398
Minnesota,,2021/1/22,0.411
Minnesota,,2021/1/23,0.449
Minnesota,,2021/1/24,0.472
Minnesota,,2021/1/25,0.51
Minnesota,,2021/1/26,0.523
Minnesota,,2021/1/27,0.476
Minnesota,,2021/1/28,0.503
Minnesota,,2021/1/29,0.528
Minnesota,,2021/1/30,0.58
Minnesota,,2021/1/31,0.619
Minnesota,,2021/2/1,0.652
Minnesota,,2021/2/2,0.67
Minnesota,,2021/2/3,0.601
Minnesota,,2021/2/4,0.681
Minnesota,,2021/2/5,0.679
Minnesota,,2021/2/6,0.74
Minnesota,,2021/2/7,0.767
Minnesota,,2021/2/8,0.784
Minnesota,,2021/2/9,0.764
Minnesota,,2021/2/10,0.704
Minnesota,,2021/2/11,0.673
Mississippi,,2021/1/12,0.257
Mississippi,,2021/1/13,0.28
Mississippi,,2021/1/14,0.327
Mississippi,,2021/1/15,0.361
Mississippi,,2021/1/19,0.486
Mississippi,,2021/1/20,0.398
Mississippi,,2021/1/21,0.408
Mississippi,,2021/1/22,0.435
Mississippi,,2021/1/23,0.42
Mississippi,,2021/1/24,0.496
Mississippi,,2021/1/25,0.505
Mississippi,,2021/1/26,0.489
Mississippi,,2021/1/27,0.48
Mississippi,,2021/1/28,0.481
Mississippi,,2021/1/29,0.501
Mississippi,,2021/1/30,0.523
Mississippi,,2021/1/31,0.556
Mississippi,,2021/2/1,0.562
Mississippi,,2021/2/2,0.548
Mississippi,,2021/2/3,0.517
Mississippi,,2021/2/4,0.507
Mississippi,,2021/2/5,0.556
Mississippi,,2021/2/6,0.583
Mississippi,,2021/2/7,0.623
Mississippi,,2021/2/8,0.635
Mississippi,,2021/2/9,0.613
Mississippi,,2021/2/10,0.606
Mississippi,,2021/2/11,0.607
Missouri,,2021/1/12,0.333
Missouri,,2021/1/13,0.307
Missouri,,2021/1/14,0.332
Missouri,,2021/1/15,0.36
Missouri,,2021/1/19,0.447
Missouri,,2021/1/20,0.427
Missouri,,2021/1/21,0.427
Missouri,,2021/1/22,0.434
Missouri,,2021/1/23,0.441
Missouri,,2021/1/24,0.48
Missouri,,2021/1/25,0.508
Missouri,,2021/1/26,0.511
Missouri,,2021/1/27,0.477
Missouri,,2021/1/28,0.465
Missouri,,2021/1/29,0.489
Missouri,,2021/1/30,0.489
Missouri,,2021/1/31,0.532
Missouri,,2021/2/1,0.553
Missouri,,2021/2/2,0.566
Missouri,,2021/2/3,0.533
Missouri,,2021/2/4,0.534
Missouri,,2021/2/5,0.56
Missouri,,2021/2/6,0.607
Missouri,,2021/2/7,0.65
Missouri,,2021/2/8,0.669
Missouri,,2021/2/9,0.672
Missouri,,2021/2/10,0.656
Missouri,,2021/2/11,0.656
Montana,,2021/1/12,0.537
Montana,,2021/1/13,0.492
Montana,,2021/1/14,0.473
Montana,,2021/1/15,0.501
Montana,,2021/1/19,0.567
Montana,,2021/1/20,0.513
Montana,,2021/1/21,0.539
Montana,,2021/1/22,0.555
Montana,,2021/1/23,0.607
Montana,,2021/1/24,0.641
Montana,,2021/1/25,0.647
Montana,,2021/1/26,0.651
Montana,,2021/1/27,0.61
Montana,,2021/1/28,0.621
Montana,,2021/1/29,0.654
Montana,,2021/1/30,0.701
Montana,,2021/1/31,0.738
Montana,,2021/2/1,0.749
Montana,,2021/2/2,0.758
Montana,,2021/2/3,0.702
Montana,,2021/2/4,0.71
Montana,,2021/2/5,0.749
Montana,,2021/2/6,0.8
Montana,,2021/2/7,0.842
Montana,,2021/2/8,0.851
Montana,,2021/2/9,0.851
Montana,,2021/2/10,0.751
Montana,,2021/2/11,0.777
Nebraska,,2021/1/12,0.42
Nebraska,,2021/1/13,0.399
Nebraska,,2021/1/14,0.425
Nebraska,,2021/1/15,0.431
Nebraska,,2021/1/19,0.49
Nebraska,,2021/1/20,0.448
Nebraska,,2021/1/21,0.47
Nebraska,,2021/1/22,0.497
Nebraska,,2021/1/23,0.521
Nebraska,,2021/1/24,0.558
Nebraska,,2021/1/25,0.563
Nebraska,,2021/1/26,0.568
Nebraska,,2021/1/27,0.491
Nebraska,,2021/1/28,0.522
Nebraska,,2021/1/29,0.549
Nebraska,,2021/1/30,0.58
Nebraska,,2021/1/31,0.616
Nebraska,,2021/2/1,0.627
Nebraska,,2021/2/2,0.613
Nebraska,,2021/2/3,0.566
Nebraska,,2021/2/4,0.567
Nebraska,,2021/2/5,0.59
Nebraska,,2021/2/6,0.631
Nebraska,,2021/2/7,0.667
Nebraska,,2021/2/8,0.676
Nebraska,,2021/2/9,0.608
Nebraska,,2021/2/10,0.605
Nebraska,,2021/2/11,0.611
Nevada,,2021/1/12,0.298
Nevada,,2021/1/13,0.298
Nevada,,2021/1/14,0.366
Nevada,,2021/1/15,0.395
Nevada,,2021/1/19,0.486
Nevada,,2021/1/20,0.387
Nevada,,2021/1/21,0.417
Nevada,,2021/1/22,0.45
Nevada,,2021/1/23,0.478
Nevada,,2021/1/24,0.53
Nevada,,2021/1/25,0.557
Nevada,,2021/1/26,0.486
Nevada,,2021/1/27,0.515
Nevada,,2021/1/28,0.574
Nevada,,2021/1/29,0.618
Nevada,,2021/1/30,0.608
Nevada,,2021/1/31,0.654
Nevada,,2021/2/1,0.674
Nevada,,2021/2/2,0.607
Nevada,,2021/2/3,0.669
Nevada,,2021/2/4,0.686
Nevada,,2021/2/5,0.716
Nevada,,2021/2/6,0.753
Nevada,,2021/2/7,0.781
Nevada,,2021/2/8,0.81
Nevada,,2021/2/9,0.689
Nevada,,2021/2/10,0.703
Nevada,,2021/2/11,0.71
New Hampshire,,2021/1/12,0.414
New Hampshire,,2021/1/13,0.444
New Hampshire,,2021/1/14,0.461
New Hampshire,,2021/1/15,0.491
New Hampshire,,2021/1/19,0.562
New Hampshire,,2021/1/20,0.519
New Hampshire,,2021/1/21,0.52
New Hampshire,,2021/1/22,0.525
New Hampshire,,2021/1/23,0.551
New Hampshire,,2021/1/24,0.573
New Hampshire,,2021/1/25,0.581
New Hampshire,,2021/1/26,0.537
New Hampshire,,2021/1/27,0.54
New Hampshire,,2021/1/28,0.551
New Hampshire,,2021/1/29,0.577
New Hampshire,,2021/1/30,0.57
New Hampshire,,2021/1/31,0.591
New Hampshire,,2021/2/1,0.601
New Hampshire,,2021/2/2,0.599
New Hampshire,,2021/2/3,0.588
New Hampshire,,2021/2/4,0.595
New Hampshire,,2021/2/5,0.625
New Hampshire,,2021/2/6,0.625
New Hampshire,,2021/2/7,0.644
New Hampshire,,2021/2/8,0.646
New Hampshire,,2021/2/9,0.631
New Hampshire,,2021/2/10,0.636
New Hampshire,,2021/2/11,0.618
New Jersey,,2021/1/12,0.338
New Jersey,,2021/1/13,0.402
New Jersey,,2021/1/14,0.4
New Jersey,,2021/1/15,0.481
New Jersey,,2021/1/19,0.607
New Jersey,,2021/1/20,0.481
New Jersey,,2021/1/21,0.468
New Jersey,,2021/1/22,0.488
New Jersey,,2021/1/23,0.506
New Jersey,,2021/1/24,0.541
New Jersey,,2021/1/25,0.569
New Jersey,,2021/1/26,0.528
New Jersey,,2021/1/27,0.507
New Jersey,,2021/1/28,0.527
New Jersey,,2021/1/29,0.591
New Jersey,,2021/1/30,0.624
New Jersey,,2021/1/31,0.645
New Jersey,,2021/2/1,0.657
New Jersey,,2021/2/2,0.677
New Jersey,,2021/2/3,0.68
New Jersey,,2021/2/4,0.594
New Jersey,,2021/2/5,0.616
New Jersey,,2021/2/6,0.703
New Jersey,,2021/2/7,0.726
New Jersey,,2021/2/8,0.739
New Jersey,,2021/2/9,0.741
New Jersey,,2021/2/10,0.68
New Jersey,,2021/2/11,0.676
New Mexico,,2021/1/12,0.442
New Mexico,,2021/1/13,0.41
New Mexico,,2021/1/14,0.437
New Mexico,,2021/1/15,0.485
New Mexico,,2021/1/19,0.675
New Mexico,,2021/1/20,0.635
New Mexico,,2021/1/21,0.641
New Mexico,,2021/1/22,0.653
New Mexico,,2021/1/23,0.718
New Mexico,,2021/1/24,0.779
New Mexico,,2021/1/25,0.796
New Mexico,,2021/1/26,0.776
New Mexico,,2021/1/27,0.715
New Mexico,,2021/1/28,0.714
New Mexico,,2021/1/29,0.751
New Mexico,,2021/1/30,0.781
New Mexico,,2021/1/31,0.831
New Mexico,,2021/2/1,0.866
New Mexico,,2021/2/2,0.791
New Mexico,,2021/2/3,0.8
New Mexico,,2021/2/4,0.808
New Mexico,,2021/2/5,0.841
New Mexico,,2021/2/6,0.884
New Mexico,,2021/2/7,0.909
New Mexico,,2021/2/8,0.939
New Mexico,,2021/2/9,0.853
New Mexico,,2021/2/10,0.862
New Mexico,,2021/2/11,0.863
New York,,2021/1/12,0.357
New York,,2021/1/13,0.352
New York,,2021/1/14,0.368
New York,,2021/1/15,0.402
New York,,2021/1/19,0.531
New York,,2021/1/20,0.509
New York,,2021/1/21,0.504
New York,,2021/1/22,0.509
New York,,2021/1/23,0.535
New York,,2021/1/24,0.57
New York,,2021/1/25,0.592
New York,,2021/1/26,0.605
New York,,2021/1/27,0.553
New York,,2021/1/28,0.58
New York,,2021/1/29,0.603
New York,,2021/1/30,0.611
New York,,2021/1/31,0.639
New York,,2021/2/1,0.657
New York,,2021/2/2,0.658
New York,,2021/2/3,0.618
New York,,2021/2/4,0.61
New York,,2021/2/5,0.631
New York,,2021/2/6,0.659
New York,,2021/2/7,0.692
New York,,2021/2/8,0.716
New York,,2021/2/9,0.712
New York,,2021/2/10,0.68
New York,,2021/2/11,0.682
North Carolina,,2021/1/12,0.253
North Carolina,,2021/1/13,0.313
North Carolina,,2021/1/14,0.277
North Carolina,,2021/1/15,0.303
North Carolina,,2021/1/19,0.401
North Carolina,,2021/1/20,0.382
North Carolina,,2021/1/21,0.409
North Carolina,,2021/1/22,0.44
North Carolina,,2021/1/23,0.463
North Carolina,,2021/1/24,0.511
North Carolina,,2021/1/25,0.542
North Carolina,,2021/1/26,0.559
North Carolina,,2021/1/27,0.513
North Carolina,,2021/1/28,0.607
North Carolina,,2021/1/29,0.608
North Carolina,,2021/1/30,0.631
North Carolina,,2021/1/31,0.669
North Carolina,,2021/2/1,0.685
North Carolina,,2021/2/2,0.655
North Carolina,,2021/2/3,0.625
North Carolina,,2021/2/4,0.62
North Carolina,,2021/2/5,0.646
North Carolina,,2021/2/6,0.682
North Carolina,,2021/2/7,0.723
North Carolina,,2021/2/8,0.742
North Carolina,,2021/2/9,0.748
North Carolina,,2021/2/10,0.729
North Carolina,,2021/2/11,0.713
North Dakota,,2021/1/12,0.738
North Dakota,,2021/1/13,0.61
North Dakota,,2021/1/14,0.623
North Dakota,,2021/1/15,0.676
North Dakota,,2021/1/19,0.824
North Dakota,,2021/1/20,0.738
North Dakota,,2021/1/21,0.715
North Dakota,,2021/1/22,0.739
North Dakota,,2021/1/23,0.795
North Dakota,,2021/1/24,0.844
North Dakota,,2021/1/25,0.867
North Dakota,,2021/1/26,0.87
North Dakota,,2021/1/27,0.801
North Dakota,,2021/1/28,0.756
North Dakota,,2021/1/29,0.806
North Dakota,,2021/1/30,0.848
North Dakota,,2021/1/31,0.906
North Dakota,,2021/2/1,0.921
North Dakota,,2021/2/2,0.819
North Dakota,,2021/2/3,0.848
North Dakota,,2021/2/4,0.812
North Dakota,,2021/2/5,0.857
North Dakota,,2021/2/6,0.917
North Dakota,,2021/2/7,0.964
North Dakota,,2021/2/8,0.986
North Dakota,,2021/2/9,0.905
North Dakota,,2021/2/10,0.907
North Dakota,,2021/2/11,0.86
Northern Mariana Islands,MNP,2021/1/12,0.2
Northern Mariana Islands,MNP,2021/1/13,0.222
Northern Mariana Islands,MNP,2021/1/14,0.247
Northern Mariana Islands,MNP,2021/1/15,0.263
Northern Mariana Islands,MNP,2021/1/19,0.342
Northern Mariana Islands,MNP,2021/1/20,0.364
Northern Mariana Islands,MNP,2021/1/21,0.392
Northern Mariana Islands,MNP,2021/1/22,0.414
Northern Mariana Islands,MNP,2021/1/23,0.431
Northern Mariana Islands,MNP,2021/1/24,0.45
Northern Mariana Islands,MNP,2021/1/25,0.455
Northern Mariana Islands,MNP,2021/1/26,0.469
Northern Mariana Islands,MNP,2021/1/27,0.484
Northern Mariana Islands,MNP,2021/1/28,0.496
Northern Mariana Islands,MNP,2021/1/29,0.512
Northern Mariana Islands,MNP,2021/1/30,0.522
Northern Mariana Islands,MNP,2021/1/31,0.539
Northern Mariana Islands,MNP,2021/2/1,0.464
